canonical_facility_id,official_facility_name,official_facility_name_raw,official_facility_name_chinese_raw,feature_id,feature_role_or_direction,source_layer,effective_date,rule_type,day_of_week,start_time,end_time,gazetted_toll,concession_toll,remarks,last_updated_date,source_sha256
cross_harbour_tunnel,Cross Harbour Tunnel,Cross Harbour Tunnel,海底隧道,150339,official_feature_1_direction_unlabelled,TUN_BRIDGE_TV_TOLL,2026-07-17T00:00:00+00:00,time_varying,B,10:11:00,10:12:59,21.0,,,2026-07-14T00:00:00+00:00,2b01ceaa2fc1d9683162142940802e278318a2bda9a2bb40660649ef6f0ca943
cross_harbour_tunnel,Cross Harbour Tunnel,Cross Harbour Tunnel,海底隧道,150338,official_feature_2_direction_unlabelled,TUN_BRIDGE_TV_TOLL,2026-07-17T00:00:00+00:00,time_varying,B,10:11:00,10:12:59,21.0,,,2026-07-14T00:00:00+00:00,2b01ceaa2fc1d9683162142940802e278318a2bda9a2bb40660649ef6f0ca943
cross_harbour_tunnel,Cross Harbour Tunnel,Cross Harbour Tunnel,海底隧道,150339,official_feature_1_direction_unlabelled,TUN_BRIDGE_TV_TOLL,2026-07-17T00:00:00+00:00,time_varying,B,10:13:00,10:14:59,23.0,,,2026-07-14T00:00:00+00:00,2b01ceaa2fc1d9683162142940802e278318a2bda9a2bb40660649ef6f0ca943
cross_harbour_tunnel,Cross Harbour Tunnel,Cross Harbour Tunnel,海底隧道,150338,official_feature_2_direction_unlabelled,TUN_BRIDGE_TV_TOLL,2026-07-17T00:00:00+00:00,time_varying,B,10:13:00,10:14:59,23.0,,,2026-07-14T00:00:00+00:00,2b01ceaa2fc1d9683162142940802e278318a2bda9a2bb40660649ef6f0ca943
cross_harbour_tunnel,Cross Harbour Tunnel,Cross Harbour Tunnel,海底隧道,150339,official_feature_1_direction_unlabelled,TUN_BRIDGE_TV_TOLL,2026-07-17T00:00:00+00:00,time_varying,B,10:15:00,19:14:59,25.0,,,2026-07-14T00:00:00+00:00,2b01ceaa2fc1d9683162142940802e278318a2bda9a2bb40660649ef6f0ca943
cross_harbour_tunnel,Cross Harbour Tunnel,Cross Harbour Tunnel,海底隧道,150338,official_feature_2_direction_unlabelled,TUN_BRIDGE_TV_TOLL,2026-07-17T00:00:00+00:00,time_varying,B,10:15:00,19:14:59,25.0,,,2026-07-14T00:00:00+00:00,2b01ceaa2fc1d9683162142940802e278318a2bda9a2bb40660649ef6f0ca943
cross_harbour_tunnel,Cross Harbour Tunnel,Cross Harbour Tunnel,海底隧道,150339,official_feature_1_direction_unlabelled,TUN_BRIDGE_TV_TOLL,2026-07-17T00:00:00+00:00,time_varying,B,19:15:00,19:16:59,23.0,,,2026-07-14T00:00:00+00:00,2b01ceaa2fc1d9683162142940802e278318a2bda9a2bb40660649ef6f0ca943
cross_harbour_tunnel,Cross Harbour Tunnel,Cross Harbour Tunnel,海底隧道,150338,official_feature_2_direction_unlabelled,TUN_BRIDGE_TV_TOLL,2026-07-17T00:00:00+00:00,time_varying,B,19:15:00,19:16:59,23.0,,,2026-07-14T00:00:00+00:00,2b01ceaa2fc1d9683162142940802e278318a2bda9a2bb40660649ef6f0ca943
cross_harbour_tunnel,Cross Harbour Tunnel,Cross Harbour Tunnel,海底隧道,150339,official_feature_1_direction_unlabelled,TUN_BRIDGE_TV_TOLL,2026-07-17T00:00:00+00:00,time_varying,B,19:17:00,19:18:59,21.0,,,2026-07-14T00:00:00+00:00,2b01ceaa2fc1d9683162142940802e278318a2bda9a2bb40660649ef6f0ca943
cross_harbour_tunnel,Cross Harbour Tunnel,Cross Harbour Tunnel,海底隧道,150338,official_feature_2_direction_unlabelled,TUN_BRIDGE_TV_TOLL,2026-07-17T00:00:00+00:00,time_varying,B,19:17:00,19:18:59,21.0,,,2026-07-14T00:00:00+00:00,2b01ceaa2fc1d9683162142940802e278318a2bda9a2bb40660649ef6f0ca943
cross_harbour_tunnel,Cross Harbour Tunnel,Cross Harbour Tunnel,海底隧道,150339,official_feature_1_direction_unlabelled,TUN_BRIDGE_TV_TOLL,2026-07-17T00:00:00+00:00,time_varying,B,19:19:00,23:59:59,20.0,,,2026-07-14T00:00:00+00:00,2b01ceaa2fc1d9683162142940802e278318a2bda9a2bb40660649ef6f0ca943
cross_harbour_tunnel,Cross Harbour Tunnel,Cross Harbour Tunnel,海底隧道,150338,official_feature_2_direction_unlabelled,TUN_BRIDGE_TV_TOLL,2026-07-17T00:00:00+00:00,time_varying,B,19:19:00,23:59:59,20.0,,,2026-07-14T00:00:00+00:00,2b01ceaa2fc1d9683162142940802e278318a2bda9a2bb40660649ef6f0ca943
eastern_harbour_crossing,Eastern Harbour Crossing,Eastern Harbour Crossing,東區海底隧道,151118,official_feature_1_direction_unlabelled,TUN_BRIDGE_TV_TOLL,2026-07-17T00:00:00+00:00,time_varying,A,00:00:00,07:29:59,20.0,,,2026-07-14T00:00:00+00:00,2b01ceaa2fc1d9683162142940802e278318a2bda9a2bb40660649ef6f0ca943
eastern_harbour_crossing,Eastern Harbour Crossing,Eastern Harbour Crossing,東區海底隧道,150340,official_feature_2_direction_unlabelled,TUN_BRIDGE_TV_TOLL,2026-07-17T00:00:00+00:00,time_varying,A,00:00:00,07:29:59,20.0,,,2026-07-14T00:00:00+00:00,2b01ceaa2fc1d9683162142940802e278318a2bda9a2bb40660649ef6f0ca943
eastern_harbour_crossing,Eastern Harbour Crossing,Eastern Harbour Crossing,東區海底隧道,151118,official_feature_1_direction_unlabelled,TUN_BRIDGE_TV_TOLL,2026-07-17T00:00:00+00:00,time_varying,A,07:30:00,07:31:59,22.0,,,2026-07-14T00:00:00+00:00,2b01ceaa2fc1d9683162142940802e278318a2bda9a2bb40660649ef6f0ca943
eastern_harbour_crossing,Eastern Harbour Crossing,Eastern Harbour Crossing,東區海底隧道,150340,official_feature_2_direction_unlabelled,TUN_BRIDGE_TV_TOLL,2026-07-17T00:00:00+00:00,time_varying,A,07:30:00,07:31:59,22.0,,,2026-07-14T00:00:00+00:00,2b01ceaa2fc1d9683162142940802e278318a2bda9a2bb40660649ef6f0ca943
eastern_harbour_crossing,Eastern Harbour Crossing,Eastern Harbour Crossing,東區海底隧道,151118,official_feature_1_direction_unlabelled,TUN_BRIDGE_TV_TOLL,2026-07-17T00:00:00+00:00,time_varying,A,07:32:00,07:33:59,24.0,,,2026-07-14T00:00:00+00:00,2b01ceaa2fc1d9683162142940802e278318a2bda9a2bb40660649ef6f0ca943
eastern_harbour_crossing,Eastern Harbour Crossing,Eastern Harbour Crossing,東區海底隧道,150340,official_feature_2_direction_unlabelled,TUN_BRIDGE_TV_TOLL,2026-07-17T00:00:00+00:00,time_varying,A,07:32:00,07:33:59,24.0,,,2026-07-14T00:00:00+00:00,2b01ceaa2fc1d9683162142940802e278318a2bda9a2bb40660649ef6f0ca943
eastern_harbour_crossing,Eastern Harbour Crossing,Eastern Harbour Crossing,東區海底隧道,151118,official_feature_1_direction_unlabelled,TUN_BRIDGE_TV_TOLL,2026-07-17T00:00:00+00:00,time_varying,A,07:34:00,07:35:59,26.0,,,2026-07-14T00:00:00+00:00,2b01ceaa2fc1d9683162142940802e278318a2bda9a2bb40660649ef6f0ca943
eastern_harbour_crossing,Eastern Harbour Crossing,Eastern Harbour Crossing,東區海底隧道,150340,official_feature_2_direction_unlabelled,TUN_BRIDGE_TV_TOLL,2026-07-17T00:00:00+00:00,time_varying,A,07:34:00,07:35:59,26.0,,,2026-07-14T00:00:00+00:00,2b01ceaa2fc1d9683162142940802e278318a2bda9a2bb40660649ef6f0ca943
eastern_harbour_crossing,Eastern Harbour Crossing,Eastern Harbour Crossing,東區海底隧道,151118,official_feature_1_direction_unlabelled,TUN_BRIDGE_TV_TOLL,2026-07-17T00:00:00+00:00,time_varying,A,07:36:00,07:37:59,28.0,,,2026-07-14T00:00:00+00:00,2b01ceaa2fc1d9683162142940802e278318a2bda9a2bb40660649ef6f0ca943
eastern_harbour_crossing,Eastern Harbour Crossing,Eastern Harbour Crossing,東區海底隧道,150340,official_feature_2_direction_unlabelled,TUN_BRIDGE_TV_TOLL,2026-07-17T00:00:00+00:00,time_varying,A,07:36:00,07:37:59,28.0,,,2026-07-14T00:00:00+00:00,2b01ceaa2fc1d9683162142940802e278318a2bda9a2bb40660649ef6f0ca943
eastern_harbour_crossing,Eastern Harbour Crossing,Eastern Harbour Crossing,東區海底隧道,151118,official_feature_1_direction_unlabelled,TUN_BRIDGE_TV_TOLL,2026-07-17T00:00:00+00:00,time_varying,A,07:38:00,07:39:59,30.0,,,2026-07-14T00:00:00+00:00,2b01ceaa2fc1d9683162142940802e278318a2bda9a2bb40660649ef6f0ca943
eastern_harbour_crossing,Eastern Harbour Crossing,Eastern Harbour Crossing,東區海底隧道,150340,official_feature_2_direction_unlabelled,TUN_BRIDGE_TV_TOLL,2026-07-17T00:00:00+00:00,time_varying,A,07:38:00,07:39:59,30.0,,,2026-07-14T00:00:00+00:00,2b01ceaa2fc1d9683162142940802e278318a2bda9a2bb40660649ef6f0ca943
eastern_harbour_crossing,Eastern Harbour Crossing,Eastern Harbour Crossing,東區海底隧道,151118,official_feature_1_direction_unlabelled,TUN_BRIDGE_TV_TOLL,2026-07-17T00:00:00+00:00,time_varying,A,07:40:00,07:41:59,32.0,,,2026-07-14T00:00:00+00:00,2b01ceaa2fc1d9683162142940802e278318a2bda9a2bb40660649ef6f0ca943
eastern_harbour_crossing,Eastern Harbour Crossing,Eastern Harbour Crossing,東區海底隧道,150340,official_feature_2_direction_unlabelled,TUN_BRIDGE_TV_TOLL,2026-07-17T00:00:00+00:00,time_varying,A,07:40:00,07:41:59,32.0,,,2026-07-14T00:00:00+00:00,2b01ceaa2fc1d9683162142940802e278318a2bda9a2bb40660649ef6f0ca943
eastern_harbour_crossing,Eastern Harbour Crossing,Eastern Harbour Crossing,東區海底隧道,151118,official_feature_1_direction_unlabelled,TUN_BRIDGE_TV_TOLL,2026-07-17T00:00:00+00:00,time_varying,A,07:42:00,07:43:59,34.0,,,2026-07-14T00:00:00+00:00,2b01ceaa2fc1d9683162142940802e278318a2bda9a2bb40660649ef6f0ca943
eastern_harbour_crossing,Eastern Harbour Crossing,Eastern Harbour Crossing,東區海底隧道,150340,official_feature_2_direction_unlabelled,TUN_BRIDGE_TV_TOLL,2026-07-17T00:00:00+00:00,time_varying,A,07:42:00,07:43:59,34.0,,,2026-07-14T00:00:00+00:00,2b01ceaa2fc1d9683162142940802e278318a2bda9a2bb40660649ef6f0ca943
eastern_harbour_crossing,Eastern Harbour Crossing,Eastern Harbour Crossing,東區海底隧道,151118,official_feature_1_direction_unlabelled,TUN_BRIDGE_TV_TOLL,2026-07-17T00:00:00+00:00,time_varying,A,07:44:00,07:45:59,36.0,,,2026-07-14T00:00:00+00:00,2b01ceaa2fc1d9683162142940802e278318a2bda9a2bb40660649ef6f0ca943
eastern_harbour_crossing,Eastern Harbour Crossing,Eastern Harbour Crossing,東區海底隧道,150340,official_feature_2_direction_unlabelled,TUN_BRIDGE_TV_TOLL,2026-07-17T00:00:00+00:00,time_varying,A,07:44:00,07:45:59,36.0,,,2026-07-14T00:00:00+00:00,2b01ceaa2fc1d9683162142940802e278318a2bda9a2bb40660649ef6f0ca943
eastern_harbour_crossing,Eastern Harbour Crossing,Eastern Harbour Crossing,東區海底隧道,151118,official_feature_1_direction_unlabelled,TUN_BRIDGE_TV_TOLL,2026-07-17T00:00:00+00:00,time_varying,A,07:46:00,07:47:59,38.0,,,2026-07-14T00:00:00+00:00,2b01ceaa2fc1d9683162142940802e278318a2bda9a2bb40660649ef6f0ca943
eastern_harbour_crossing,Eastern Harbour Crossing,Eastern Harbour Crossing,東區海底隧道,150340,official_feature_2_direction_unlabelled,TUN_BRIDGE_TV_TOLL,2026-07-17T00:00:00+00:00,time_varying,A,07:46:00,07:47:59,38.0,,,2026-07-14T00:00:00+00:00,2b01ceaa2fc1d9683162142940802e278318a2bda9a2bb40660649ef6f0ca943
eastern_harbour_crossing,Eastern Harbour Crossing,Eastern Harbour Crossing,東區海底隧道,151118,official_feature_1_direction_unlabelled,TUN_BRIDGE_TV_TOLL,2026-07-17T00:00:00+00:00,time_varying,A,07:48:00,10:14:59,40.0,,,2026-07-14T00:00:00+00:00,2b01ceaa2fc1d9683162142940802e278318a2bda9a2bb40660649ef6f0ca943
eastern_harbour_crossing,Eastern Harbour Crossing,Eastern Harbour Crossing,東區海底隧道,150340,official_feature_2_direction_unlabelled,TUN_BRIDGE_TV_TOLL,2026-07-17T00:00:00+00:00,time_varying,A,07:48:00,10:14:59,40.0,,,2026-07-14T00:00:00+00:00,2b01ceaa2fc1d9683162142940802e278318a2bda9a2bb40660649ef6f0ca943
eastern_harbour_crossing,Eastern Harbour Crossing,Eastern Harbour Crossing,東區海底隧道,151118,official_feature_1_direction_unlabelled,TUN_BRIDGE_TV_TOLL,2026-07-17T00:00:00+00:00,time_varying,A,10:15:00,10:16:59,38.0,,,2026-07-14T00:00:00+00:00,2b01ceaa2fc1d9683162142940802e278318a2bda9a2bb40660649ef6f0ca943
eastern_harbour_crossing,Eastern Harbour Crossing,Eastern Harbour Crossing,東區海底隧道,150340,official_feature_2_direction_unlabelled,TUN_BRIDGE_TV_TOLL,2026-07-17T00:00:00+00:00,time_varying,A,10:15:00,10:16:59,38.0,,,2026-07-14T00:00:00+00:00,2b01ceaa2fc1d9683162142940802e278318a2bda9a2bb40660649ef6f0ca943
eastern_harbour_crossing,Eastern Harbour Crossing,Eastern Harbour Crossing,東區海底隧道,151118,official_feature_1_direction_unlabelled,TUN_BRIDGE_TV_TOLL,2026-07-17T00:00:00+00:00,time_varying,A,10:17:00,10:18:59,36.0,,,2026-07-14T00:00:00+00:00,2b01ceaa2fc1d9683162142940802e278318a2bda9a2bb40660649ef6f0ca943
eastern_harbour_crossing,Eastern Harbour Crossing,Eastern Harbour Crossing,東區海底隧道,150340,official_feature_2_direction_unlabelled,TUN_BRIDGE_TV_TOLL,2026-07-17T00:00:00+00:00,time_varying,A,10:17:00,10:18:59,36.0,,,2026-07-14T00:00:00+00:00,2b01ceaa2fc1d9683162142940802e278318a2bda9a2bb40660649ef6f0ca943
eastern_harbour_crossing,Eastern Harbour Crossing,Eastern Harbour Crossing,東區海底隧道,151118,official_feature_1_direction_unlabelled,TUN_BRIDGE_TV_TOLL,2026-07-17T00:00:00+00:00,time_varying,A,10:19:00,10:20:59,34.0,,,2026-07-14T00:00:00+00:00,2b01ceaa2fc1d9683162142940802e278318a2bda9a2bb40660649ef6f0ca943
eastern_harbour_crossing,Eastern Harbour Crossing,Eastern Harbour Crossing,東區海底隧道,150340,official_feature_2_direction_unlabelled,TUN_BRIDGE_TV_TOLL,2026-07-17T00:00:00+00:00,time_varying,A,10:19:00,10:20:59,34.0,,,2026-07-14T00:00:00+00:00,2b01ceaa2fc1d9683162142940802e278318a2bda9a2bb40660649ef6f0ca943
eastern_harbour_crossing,Eastern Harbour Crossing,Eastern Harbour Crossing,東區海底隧道,151118,official_feature_1_direction_unlabelled,TUN_BRIDGE_TV_TOLL,2026-07-17T00:00:00+00:00,time_varying,A,10:21:00,10:22:59,32.0,,,2026-07-14T00:00:00+00:00,2b01ceaa2fc1d9683162142940802e278318a2bda9a2bb40660649ef6f0ca943
eastern_harbour_crossing,Eastern Harbour Crossing,Eastern Harbour Crossing,東區海底隧道,150340,official_feature_2_direction_unlabelled,TUN_BRIDGE_TV_TOLL,2026-07-17T00:00:00+00:00,time_varying,A,10:21:00,10:22:59,32.0,,,2026-07-14T00:00:00+00:00,2b01ceaa2fc1d9683162142940802e278318a2bda9a2bb40660649ef6f0ca943
eastern_harbour_crossing,Eastern Harbour Crossing,Eastern Harbour Crossing,東區海底隧道,151118,official_feature_1_direction_unlabelled,TUN_BRIDGE_TV_TOLL,2026-07-17T00:00:00+00:00,time_varying,A,10:23:00,16:29:59,30.0,,,2026-07-14T00:00:00+00:00,2b01ceaa2fc1d9683162142940802e278318a2bda9a2bb40660649ef6f0ca943
eastern_harbour_crossing,Eastern Harbour Crossing,Eastern Harbour Crossing,東區海底隧道,150340,official_feature_2_direction_unlabelled,TUN_BRIDGE_TV_TOLL,2026-07-17T00:00:00+00:00,time_varying,A,10:23:00,16:29:59,30.0,,,2026-07-14T00:00:00+00:00,2b01ceaa2fc1d9683162142940802e278318a2bda9a2bb40660649ef6f0ca943
eastern_harbour_crossing,Eastern Harbour Crossing,Eastern Harbour Crossing,東區海底隧道,151118,official_feature_1_direction_unlabelled,TUN_BRIDGE_TV_TOLL,2026-07-17T00:00:00+00:00,time_varying,A,16:30:00,16:31:59,32.0,,,2026-07-14T00:00:00+00:00,2b01ceaa2fc1d9683162142940802e278318a2bda9a2bb40660649ef6f0ca943
eastern_harbour_crossing,Eastern Harbour Crossing,Eastern Harbour Crossing,東區海底隧道,150340,official_feature_2_direction_unlabelled,TUN_BRIDGE_TV_TOLL,2026-07-17T00:00:00+00:00,time_varying,A,16:30:00,16:31:59,32.0,,,2026-07-14T00:00:00+00:00,2b01ceaa2fc1d9683162142940802e278318a2bda9a2bb40660649ef6f0ca943
eastern_harbour_crossing,Eastern Harbour Crossing,Eastern Harbour Crossing,東區海底隧道,151118,official_feature_1_direction_unlabelled,TUN_BRIDGE_TV_TOLL,2026-07-17T00:00:00+00:00,time_varying,A,16:32:00,16:33:59,34.0,,,2026-07-14T00:00:00+00:00,2b01ceaa2fc1d9683162142940802e278318a2bda9a2bb40660649ef6f0ca943
eastern_harbour_crossing,Eastern Harbour Crossing,Eastern Harbour Crossing,東區海底隧道,150340,official_feature_2_direction_unlabelled,TUN_BRIDGE_TV_TOLL,2026-07-17T00:00:00+00:00,time_varying,A,16:32:00,16:33:59,34.0,,,2026-07-14T00:00:00+00:00,2b01ceaa2fc1d9683162142940802e278318a2bda9a2bb40660649ef6f0ca943
eastern_harbour_crossing,Eastern Harbour Crossing,Eastern Harbour Crossing,東區海底隧道,151118,official_feature_1_direction_unlabelled,TUN_BRIDGE_TV_TOLL,2026-07-17T00:00:00+00:00,time_varying,A,16:34:00,16:35:59,36.0,,,2026-07-14T00:00:00+00:00,2b01ceaa2fc1d9683162142940802e278318a2bda9a2bb40660649ef6f0ca943
eastern_harbour_crossing,Eastern Harbour Crossing,Eastern Harbour Crossing,東區海底隧道,150340,official_feature_2_direction_unlabelled,TUN_BRIDGE_TV_TOLL,2026-07-17T00:00:00+00:00,time_varying,A,16:34:00,16:35:59,36.0,,,2026-07-14T00:00:00+00:00,2b01ceaa2fc1d9683162142940802e278318a2bda9a2bb40660649ef6f0ca943
eastern_harbour_crossing,Eastern Harbour Crossing,Eastern Harbour Crossing,東區海底隧道,151118,official_feature_1_direction_unlabelled,TUN_BRIDGE_TV_TOLL,2026-07-17T00:00:00+00:00,time_varying,A,16:36:00,16:37:59,38.0,,,2026-07-14T00:00:00+00:00,2b01ceaa2fc1d9683162142940802e278318a2bda9a2bb40660649ef6f0ca943
eastern_harbour_crossing,Eastern Harbour Crossing,Eastern Harbour Crossing,東區海底隧道,150340,official_feature_2_direction_unlabelled,TUN_BRIDGE_TV_TOLL,2026-07-17T00:00:00+00:00,time_varying,A,16:36:00,16:37:59,38.0,,,2026-07-14T00:00:00+00:00,2b01ceaa2fc1d9683162142940802e278318a2bda9a2bb40660649ef6f0ca943
eastern_harbour_crossing,Eastern Harbour Crossing,Eastern Harbour Crossing,東區海底隧道,151118,official_feature_1_direction_unlabelled,TUN_BRIDGE_TV_TOLL,2026-07-17T00:00:00+00:00,time_varying,A,16:38:00,18:59:59,40.0,,,2026-07-14T00:00:00+00:00,2b01ceaa2fc1d9683162142940802e278318a2bda9a2bb40660649ef6f0ca943
eastern_harbour_crossing,Eastern Harbour Crossing,Eastern Harbour Crossing,東區海底隧道,150340,official_feature_2_direction_unlabelled,TUN_BRIDGE_TV_TOLL,2026-07-17T00:00:00+00:00,time_varying,A,16:38:00,18:59:59,40.0,,,2026-07-14T00:00:00+00:00,2b01ceaa2fc1d9683162142940802e278318a2bda9a2bb40660649ef6f0ca943
eastern_harbour_crossing,Eastern Harbour Crossing,Eastern Harbour Crossing,東區海底隧道,151118,official_feature_1_direction_unlabelled,TUN_BRIDGE_TV_TOLL,2026-07-17T00:00:00+00:00,time_varying,A,19:00:00,19:01:59,38.0,,,2026-07-14T00:00:00+00:00,2b01ceaa2fc1d9683162142940802e278318a2bda9a2bb40660649ef6f0ca943
eastern_harbour_crossing,Eastern Harbour Crossing,Eastern Harbour Crossing,東區海底隧道,150340,official_feature_2_direction_unlabelled,TUN_BRIDGE_TV_TOLL,2026-07-17T00:00:00+00:00,time_varying,A,19:00:00,19:01:59,38.0,,,2026-07-14T00:00:00+00:00,2b01ceaa2fc1d9683162142940802e278318a2bda9a2bb40660649ef6f0ca943
eastern_harbour_crossing,Eastern Harbour Crossing,Eastern Harbour Crossing,東區海底隧道,151118,official_feature_1_direction_unlabelled,TUN_BRIDGE_TV_TOLL,2026-07-17T00:00:00+00:00,time_varying,A,19:02:00,19:03:59,36.0,,,2026-07-14T00:00:00+00:00,2b01ceaa2fc1d9683162142940802e278318a2bda9a2bb40660649ef6f0ca943
eastern_harbour_crossing,Eastern Harbour Crossing,Eastern Harbour Crossing,東區海底隧道,150340,official_feature_2_direction_unlabelled,TUN_BRIDGE_TV_TOLL,2026-07-17T00:00:00+00:00,time_varying,A,19:02:00,19:03:59,36.0,,,2026-07-14T00:00:00+00:00,2b01ceaa2fc1d9683162142940802e278318a2bda9a2bb40660649ef6f0ca943
eastern_harbour_crossing,Eastern Harbour Crossing,Eastern Harbour Crossing,東區海底隧道,151118,official_feature_1_direction_unlabelled,TUN_BRIDGE_TV_TOLL,2026-07-17T00:00:00+00:00,time_varying,A,19:04:00,19:05:59,34.0,,,2026-07-14T00:00:00+00:00,2b01ceaa2fc1d9683162142940802e278318a2bda9a2bb40660649ef6f0ca943
eastern_harbour_crossing,Eastern Harbour Crossing,Eastern Harbour Crossing,東區海底隧道,150340,official_feature_2_direction_unlabelled,TUN_BRIDGE_TV_TOLL,2026-07-17T00:00:00+00:00,time_varying,A,19:04:00,19:05:59,34.0,,,2026-07-14T00:00:00+00:00,2b01ceaa2fc1d9683162142940802e278318a2bda9a2bb40660649ef6f0ca943
eastern_harbour_crossing,Eastern Harbour Crossing,Eastern Harbour Crossing,東區海底隧道,151118,official_feature_1_direction_unlabelled,TUN_BRIDGE_TV_TOLL,2026-07-17T00:00:00+00:00,time_varying,A,19:06:00,19:07:59,32.0,,,2026-07-14T00:00:00+00:00,2b01ceaa2fc1d9683162142940802e278318a2bda9a2bb40660649ef6f0ca943
eastern_harbour_crossing,Eastern Harbour Crossing,Eastern Harbour Crossing,東區海底隧道,150340,official_feature_2_direction_unlabelled,TUN_BRIDGE_TV_TOLL,2026-07-17T00:00:00+00:00,time_varying,A,19:06:00,19:07:59,32.0,,,2026-07-14T00:00:00+00:00,2b01ceaa2fc1d9683162142940802e278318a2bda9a2bb40660649ef6f0ca943
eastern_harbour_crossing,Eastern Harbour Crossing,Eastern Harbour Crossing,東區海底隧道,151118,official_feature_1_direction_unlabelled,TUN_BRIDGE_TV_TOLL,2026-07-17T00:00:00+00:00,time_varying,A,19:08:00,19:09:59,30.0,,,2026-07-14T00:00:00+00:00,2b01ceaa2fc1d9683162142940802e278318a2bda9a2bb40660649ef6f0ca943
eastern_harbour_crossing,Eastern Harbour Crossing,Eastern Harbour Crossing,東區海底隧道,150340,official_feature_2_direction_unlabelled,TUN_BRIDGE_TV_TOLL,2026-07-17T00:00:00+00:00,time_varying,A,19:08:00,19:09:59,30.0,,,2026-07-14T00:00:00+00:00,2b01ceaa2fc1d9683162142940802e278318a2bda9a2bb40660649ef6f0ca943
eastern_harbour_crossing,Eastern Harbour Crossing,Eastern Harbour Crossing,東區海底隧道,151118,official_feature_1_direction_unlabelled,TUN_BRIDGE_TV_TOLL,2026-07-17T00:00:00+00:00,time_varying,A,19:10:00,19:11:59,28.0,,,2026-07-14T00:00:00+00:00,2b01ceaa2fc1d9683162142940802e278318a2bda9a2bb40660649ef6f0ca943
eastern_harbour_crossing,Eastern Harbour Crossing,Eastern Harbour Crossing,東區海底隧道,150340,official_feature_2_direction_unlabelled,TUN_BRIDGE_TV_TOLL,2026-07-17T00:00:00+00:00,time_varying,A,19:10:00,19:11:59,28.0,,,2026-07-14T00:00:00+00:00,2b01ceaa2fc1d9683162142940802e278318a2bda9a2bb40660649ef6f0ca943
eastern_harbour_crossing,Eastern Harbour Crossing,Eastern Harbour Crossing,東區海底隧道,151118,official_feature_1_direction_unlabelled,TUN_BRIDGE_TV_TOLL,2026-07-17T00:00:00+00:00,time_varying,A,19:12:00,19:13:59,26.0,,,2026-07-14T00:00:00+00:00,2b01ceaa2fc1d9683162142940802e278318a2bda9a2bb40660649ef6f0ca943
eastern_harbour_crossing,Eastern Harbour Crossing,Eastern Harbour Crossing,東區海底隧道,150340,official_feature_2_direction_unlabelled,TUN_BRIDGE_TV_TOLL,2026-07-17T00:00:00+00:00,time_varying,A,19:12:00,19:13:59,26.0,,,2026-07-14T00:00:00+00:00,2b01ceaa2fc1d9683162142940802e278318a2bda9a2bb40660649ef6f0ca943
eastern_harbour_crossing,Eastern Harbour Crossing,Eastern Harbour Crossing,東區海底隧道,151118,official_feature_1_direction_unlabelled,TUN_BRIDGE_TV_TOLL,2026-07-17T00:00:00+00:00,time_varying,A,19:14:00,19:15:59,24.0,,,2026-07-14T00:00:00+00:00,2b01ceaa2fc1d9683162142940802e278318a2bda9a2bb40660649ef6f0ca943
eastern_harbour_crossing,Eastern Harbour Crossing,Eastern Harbour Crossing,東區海底隧道,150340,official_feature_2_direction_unlabelled,TUN_BRIDGE_TV_TOLL,2026-07-17T00:00:00+00:00,time_varying,A,19:14:00,19:15:59,24.0,,,2026-07-14T00:00:00+00:00,2b01ceaa2fc1d9683162142940802e278318a2bda9a2bb40660649ef6f0ca943
eastern_harbour_crossing,Eastern Harbour Crossing,Eastern Harbour Crossing,東區海底隧道,151118,official_feature_1_direction_unlabelled,TUN_BRIDGE_TV_TOLL,2026-07-17T00:00:00+00:00,time_varying,A,19:16:00,19:17:59,22.0,,,2026-07-14T00:00:00+00:00,2b01ceaa2fc1d9683162142940802e278318a2bda9a2bb40660649ef6f0ca943
eastern_harbour_crossing,Eastern Harbour Crossing,Eastern Harbour Crossing,東區海底隧道,150340,official_feature_2_direction_unlabelled,TUN_BRIDGE_TV_TOLL,2026-07-17T00:00:00+00:00,time_varying,A,19:16:00,19:17:59,22.0,,,2026-07-14T00:00:00+00:00,2b01ceaa2fc1d9683162142940802e278318a2bda9a2bb40660649ef6f0ca943
eastern_harbour_crossing,Eastern Harbour Crossing,Eastern Harbour Crossing,東區海底隧道,151118,official_feature_1_direction_unlabelled,TUN_BRIDGE_TV_TOLL,2026-07-17T00:00:00+00:00,time_varying,A,19:18:00,23:59:59,20.0,,,2026-07-14T00:00:00+00:00,2b01ceaa2fc1d9683162142940802e278318a2bda9a2bb40660649ef6f0ca943
eastern_harbour_crossing,Eastern Harbour Crossing,Eastern Harbour Crossing,東區海底隧道,150340,official_feature_2_direction_unlabelled,TUN_BRIDGE_TV_TOLL,2026-07-17T00:00:00+00:00,time_varying,A,19:18:00,23:59:59,20.0,,,2026-07-14T00:00:00+00:00,2b01ceaa2fc1d9683162142940802e278318a2bda9a2bb40660649ef6f0ca943
eastern_harbour_crossing,Eastern Harbour Crossing,Eastern Harbour Crossing,東區海底隧道,151118,official_feature_1_direction_unlabelled,TUN_BRIDGE_TV_TOLL,2026-07-17T00:00:00+00:00,time_varying,B,00:00:00,10:10:59,20.0,,,2026-07-14T00:00:00+00:00,2b01ceaa2fc1d9683162142940802e278318a2bda9a2bb40660649ef6f0ca943
